receipt_id,originalMetaBriteQuantityPurchased,brandCode,partnerItemId,barcode,itemPrice,preventTargetGapPoints,originalReceiptItemText,needsFetchReviewReason,itemNumber,priceAfterCoupon,pointsEarned,userFlaggedBarcode,pointsNotAwardedReason,needsFetchReview,description,discountedItemPrice,competitorRewardsGroup,userFlaggedNewItem,userFlaggedQuantity,pointsPayerId,rewardsGroup,userFlaggedDescription,metabriteCampaignId,userFlaggedPrice,targetPrice,originalMetaBriteDescription,competitiveProduct,finalPrice,quantityPurchased,originalMetaBriteBarcode,rewardsProductPartnerId,deleted
5ff36adb0a720f0523000590,,,1,044700009888,9.99,,,,,,50.0,,,,"OSCAR MAYER Cotto Salami, 12 oz",,,,,559c2234e4b06aca36af13c6,OSCAR MAYER LUNCH MEAT,,,,800,,,9.99,1,,559c2234e4b06aca36af13c6,
5ff36da00a7214ada100059b,,,1,021000012961,1,,,,,,,,,,,,,,,,SARGENTO STRING OR STICK CHEESE,,,,,,True,1,1,,5e7cf838f221c312e698a628,
5ff36dc40a7214ada100059f,,,1,021000678358,9.99,,,,,,,,,,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,,,,,,,,,,,,,9.99,1,,559c2234e4b06aca36af13c6,
5ff3710b0a7214ada10005a7,,,1,044700033302,9.99,,,,,,50.0,,,,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",,,,,559c2234e4b06aca36af13c6,OSCAR MAYER CARVING BOARD,,,,800,,,9.99,1,,559c2234e4b06aca36af13c6,
5ff36d780a7214ada1000593,,,1,021000059232,10,,,,,,,,,,,,,,,,SARGENTO SLICED NATURAL CHEESE 7OZ OR SMALLER,,,,,,True,10,1,,5e7cf838f221c312e698a628,
5ff371410a7214ada10005ba,,,1,043000004944,1,,,,,,5.0,,,,"MAXWELL HOUSE Orange International Cafe Beverage Mix, 9.3 OZ",,,,,559c2234e4b06aca36af13c6,MAXWELL HOUSE INTERNATIONAL INSTANT COFFEE,,,,800,,,1,1,,559c2234e4b06aca36af13c6,
5ff36c8b0a720f05230005a1,,,1,759283400082,1,,,,,,,,,,KRAFT BACK TO NATURE CHEDDAR CHEESE SHELL MACARONI AND CHEESE MIX 6 OZ - 0759283400081,,,,,,,,,,,,,1,1,,5e825d64f221c312e698a62a,
5ff36c550a7214ada1000588,,,1,025800000135,5,,,,,,,,,,SMART MADE Rosemary Grilled Beef & Vegetables 9 OZ Box,,,,,,,,,,,,,5,1,,559c2234e4b06aca36af13c6,
5ff36acb0a720f052300058d,,,1,043000043486,9.99,,,,,,,,,,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,,,,,,,,,,,,,9.99,1,,559c2234e4b06aca36af13c6,
5ff371450a7214ada10005bd,,,1,029000024748,9.99,,,,,,,,,,NATURE TREE Walnuts 8oz,,,,,,,,,,,,,9.99,1,,559c2234e4b06aca36af13c6,
5ff36d9d0a720f05230005aa,,,1,044700002810,5,,,,,,25.0,,,,OSCAR MAYER XXL Premium Fully-Cooked Beef Franks 16 OZ 004470000281,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER HOT DOG - BEEF FRANKS,,,,800,,,5,1,,559c2234e4b06aca36af13c6,
5ff36c590a7214ada1000589,,,1,043000079904,5,,,,,,25.0,,,,GEVALIA KAFFE Cold Brew Iced Latte Mocha 11fl OZ,,,,,559c2234e4b06aca36af13c6,GEVALIA KAFFE COLD BREW COFFEE BEVERAGE,,,,800,,,5,1,,559c2234e4b06aca36af13c6,
5ff29be20a7214ada1000571,,KRAFT EASY CHEESE,1030,044000000745,1.00,,,,044000000745,,,,,,-Cheddar,1.00,SARGENTO RICOTTA CHEESE,,,,SARGENTO RICOTTA CHEESE,,,,,,True,1.00,1,,5e7cf838f221c312e698a628,
5ff3416f0a7214ada1000576,,,0,,28.57,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",,,28.57,,,,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",28.57,,,,,,,,,,,,28.57,1,,,
5ff36c6d0a720f0523000597,,,1,046704085905,4.55,,,,,,,,,,T.G.I. FRIDAY'S(r) Frozen Loaded Baked Potato Cheese Spread DIP BOX 8 OZ 004670408590,,,,,,,,,,,,,4.55,1,,559c2234e4b06aca36af13c6,
5ff36a830a7214ada100057b,,,1,021000057832,1,,,,,,,,,,,,,,,,ANNIE'S HOMEGROWN MICROWAVABLE MAC & CHEESE,,,,,,True,1,1,,5332f5f3e4b03c9a25efd0ae,
5ff36c570a720f0523000593,,,1,021000002917,10,,,,,,,,,,,,,,,,SARGENTO STRING OR STICK CHEESE,,,,,,True,10,1,,5e7cf838f221c312e698a628,
5ff3713c0a7214ada10005b6,,,1,044700019917,10,,,,,,50.0,,,,OSCAR MAYER Lower Sodium Bacon 16 oz. Pack,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER BACON,,,,800,,,10,1,,559c2234e4b06aca36af13c6,
5ff371130a7214ada10005aa,,,1,043000035818,0.99,,,,,,5.0,,,,"TASSIMO French Vanilla T-Discs, 80ct",,,,,559c2234e4b06aca36af13c6,GEVALIA KAFFE TASSIMO COFFEE DISCS,,,,800,,,0.99,1,,559c2234e4b06aca36af13c6,
5ff370f00a7214ada10005a3,,,1,070085046583,9.99,,,,,,,,,,,,,,,,TOTINO'S PIZZA ROLLS 15 COUNT - 40 COUNT,,,,,,True,9.99,1,,5332f5f3e4b03c9a25efd0ae,
5ff371240a7214ada10005b3,,,1,044700073377,1,,,,,,5.0,,,,"OSCAR MAYER Jumbo Angus Beef Uncured Franks, 15.0 OZ",,,,,559c2234e4b06aca36af13c6,OSCAR MAYER HOT DOG - BEEF FRANKS,,,,800,,,1,1,,559c2234e4b06aca36af13c6,
5ff36c8d0a7214ada1000591,,,1,021000055920,1,,,,,,,,,,,,,,,,SARGENTO RICOTTA CHEESE,,,,,,True,1,1,,5e7cf838f221c312e698a628,
5ff36ad40a7214ada1000585,,,1,021000051885,0.99,,,,,,,,,,,,,,,,SARGENTO STRING OR STICK CHEESE,,,,,,True,0.99,1,,5e7cf838f221c312e698a628,
5ff36dcb0a7214ada10005a0,,,1,071040063102,9.99,,,,,,,,,,,,,,,,SARGENTO STRING OR STICK CHEESE,,,,,,True,9.99,1,,5e7cf838f221c312e698a628,
5ff3416d0a7214ada1000575,,,0,,28.57,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",,,28.57,,,,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",28.57,,,,,,,,,,,,28.57,1,,,
5ff4ce430a7214ada10005d8,,,1,4011,25.00,True,,,,,,4011,,False,ITEM NOT FOUND,,,True,4,,,,,25.00,,,,25.00,4,,,
5ff4ce400a7214ada10005d5,,,1,4011,27.00,True,,,,,,4011,,False,ITEM NOT FOUND,,,True,5,,,,,27.00,,,,27.00,5,,,
5ff4a4ca0a7214ada10005d0,,,0,,22.97,,"mueller austria hypergrind precision electric spice/coffee grinder millwith large grinding capacity and hd motor also for spices, herbs, nuts,grains, white",,,22.97,,,,,"mueller austria hypergrind precision electric spice/coffee grinder millwith large grinding capacity and hd motor also for spices, herbs, nuts,grains, white",22.97,,,,,,,,,,,,22.97,1,,,
5ff473de0a720f05230005bd,,,1,022174070214,1,,,,,,,,,,CJN INJ & LSN GLD GRLN KIT BOX 1 CT,,,,,,,,,,,,,1,1,,559c2234e4b06aca36af13c6,
5ff4ce8c0a7214ada10005e6,,,1,079400066619,1,True,,,,,10.0,079400066619,,False,SUAVE PROFESSIONALS MOISTURIZING SHAMPOO LIQUID PLASTIC BOTTLE RP 12.6 OZ - 0079400066612,,,,,5332f5f6e4b03c9a25efd0b4,SUAVE HAIR CARE,,,,800,,True,1,1,080878042197,5332f5f6e4b03c9a25efd0b4,
5ff4ce3d0a7214ada10005d3,,,1,4011,29.00,True,,,,,,4011,,False,ITEM NOT FOUND,,,True,2,,,,,29.00,,,,29.00,2,,,
5ff473b40a7214ada10005c5,,,1,043000012871,1,,,,,,5.0,,,,Crystal Light On-the-Go Raspberry Green Tea Drink Mix 10 ct Box,,,,,559c2234e4b06aca36af13c6,CRYSTAL LIGHT ON THE GO POWDERED DRINK MIX,,,,800,,,1,1,,559c2234e4b06aca36af13c6,
5ff473f30a720f05230005c0,,,1,043000077467,10,,,,,,50.0,,,,O THAT'S GOOD Baked Potato Soup 16 OZ,,,,,559c2234e4b06aca36af13c6,O THAT'S GOOD - SOUPS,,,,800,,,10,1,,559c2234e4b06aca36af13c6,
5ff4ce3a0a7214ada10005d2,,,1,4011,21.00,True,,,,,,4011,,False,ITEM NOT FOUND,,,True,2,,,,,21.00,,,,21.00,2,,,
5ff473a90a7214ada10005c2,,,1,043000008836,5,,,,,,25.0,,,,MAXWELL HOUSE International Cinnamon Dulce Cappuccino Cafe-Style Beverage Mix 9.1 oz. Tub,,,,,559c2234e4b06aca36af13c6,MAXWELL HOUSE INTERNATIONAL INSTANT COFFEE,,,,800,,,5,1,,559c2234e4b06aca36af13c6,
5ff473b10a7214ada10005c4,,,1,021000068364,9.99,,,,,,50.0,,,,"JUST CRACK AN EGG Scramble Kit, Family Size Ultimate Scramble - 2 12oz trays",,,,,559c2234e4b06aca36af13c6,JUST CRACK AN EGG SCRAMBLE KIT - MULTIPACK,,,,800,,,9.99,1,,559c2234e4b06aca36af13c6,
5ff475820a7214ada10005cf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ff4ce550a7214ada10005db,,,1,4011,1,,,,,,,,,,ITEM NOT FOUND,,,,,,,,,,,,,1,1,,,
5ff4ce430a720f05230005c9,,,1,4011,29.00,True,,,,,,4011,,False,ITEM NOT FOUND,,,True,1,,,,,29.00,,,,29.00,1,,,
5ff473d40a7214ada10005c9,,,1,021000013869,9.99,,,,,,,,,,,,,,,,SARGENTO SLICED NATURAL CHEESE 8OZ OR LARGER,,,,,,True,9.99,1,,5e7cf838f221c312e698a628,
5ff4ce690a7214ada10005e2,,,1,075925306254,1,,,,,,,,,,,,,,,,SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER,,,,,,True,1,1,,5e7cf838f221c312e698a628,
5ff473f60a7214ada10005ce,,,1,044700030479,9.99,,,,,,50.0,,,,OSCAR MAYER Deli Fresh Deli Fresh Brown Sugar Ham 8.00-oz,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER LUNCH MEAT - DELI FRESH,,,,800,,,9.99,1,,559c2234e4b06aca36af13c6,
5ff473cf0a7214ada10005c8,,,1,041258081601,9.99,,,,,,,,,,WYLER'S Instant Bouillon Powder - Chicken Flavor 2.00-oz,,,,,,,,,,,,,9.99,1,,559c2234e4b06aca36af13c6,
5fa5ad370a720f05ef000089,,,1,075925306254,1,,,,,,,,,False,,,,,,,SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER,,,,,,True,1,1,,5e7cf838f221c312e698a628,
5ff4ce650a7214ada10005e1,,,1,075925306254,1,,,,,,,,,,,,,,,,SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER,,,,,,True,1,1,,5e7cf838f221c312e698a628,
5ff473e40a7214ada10005cc,,,1,043000075821,1,,,,,,5.0,,,,"MAXWELL HOUSE Indulge Max Coffee Drink Mix, Mocha + Salted Caramel - 12 oz",,,,,559c2234e4b06aca36af13c6,MAX BY MAXWELL HOUSE INDULGE INSTANT COFFEE,,,,800,,,1,1,,559c2234e4b06aca36af13c6,
5ff4ce3c0a720f05230005c4,,,1,,,True,,USER_FLAGGED,,,,4011,,True,,,,True,5,,,,,26.00,,,,,,,,
5ff473d00a720f05230005bb,,,1,041258081601,0.99,,,,,,,,,,WYLER'S Instant Bouillon Powder - Chicken Flavor 2.00-oz,,,,,,,,,,,,,0.99,1,,559c2234e4b06aca36af13c6,
5ff473b20a720f05230005b7,,,1,021000667543,9.99,,,,,,,,,,Dressing KRAFT Free Catalina 90 Ounce,,,,,,,,,,,,,9.99,1,,559c2234e4b06aca36af13c6,
5ff473ad0a7214ada10005c3,,,1,013120013966,1,,,,,,5.0,,,,ORE-IDA Diced Hash Brown Potatoes 5 lb. Bag,,,,,559c2234e4b06aca36af13c6,ORE-IDA FROZEN POTATOES,,,,800,,,1,1,,559c2234e4b06aca36af13c6,
5ff4ce640a7214ada10005e0,,,1,4011,1,,,,,,,,,,ITEM NOT FOUND,,,,,,,,,,,,,1,1,,,
5ff4ce3f0a720f05230005c6,,,1,4011,29.00,True,,,,,,4011,,False,ITEM NOT FOUND,,,True,2,,,,,29.00,,,,29.00,2,,,
5ff4ce4e0a7214ada10005da,,,1,4011,1,,,,,,,,,,ITEM NOT FOUND,,,,,,,,,,,,,1,1,,,
5ff473bc0a720f05230005b8,,,1,021000068760,4.55,,,,,,22.8,,,,FOOD NETWORK KITCHEN INSPIRATIONS Shrimp Scampi Kit 4 OZ,,,,,559c2234e4b06aca36af13c6,FOOD NETWORK KITCHEN INSPIRATIONS DINNER KIT,,,,800,,,4.55,1,,559c2234e4b06aca36af13c6,
5ff4a80e0a720f05230005c2,,,0,,22.97,,"mueller austria hypergrind precision electric spice/coffee grinder millwith large grinding capacity and hd motor also for spices, herbs, nuts,grains, white",,,22.97,,,,,"mueller austria hypergrind precision electric spice/coffee grinder millwith large grinding capacity and hd motor also for spices, herbs, nuts,grains, white",22.97,,,,,,,,,,,,22.97,1,,,
5ff5d1da0a7214ada10005f8,,,1,070277290107,1,,,,,,,,,,,,,,,,SARGENTO STRING OR STICK CHEESE,,,,,,True,1,1,,5e7cf838f221c312e698a628,
5ff5d1d40a7214ada10005f4,,,1,041129088005,5,,,,,,25.0,,,,CLASSICO Tomato & Basil Pasta Sauce 44 oz. Jar,,,,,559c2234e4b06aca36af13c6,CLASSICO SAUCE,,,,800,,,5,1,,559c2234e4b06aca36af13c6,
5ff5d1a00a7214ada10005ed,,,1,013000993906,1,,,,,,5.0,,,,"HEINZ Cleaning Vinegar, 1 GAL",,,,,559c2234e4b06aca36af13c6,HEINZ VINEGAR,,,,800,,,1,1,,559c2234e4b06aca36af13c6,
5ff5ecb90a7214ada10005f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ff5d1e20a720f05230005da,,,1,043000065198,1,,,,,,5.0,,,,"GEVALIA KAFFE Caramel Iced Coffee with Almond Milk, 33.8 fl oz",,,,,559c2234e4b06aca36af13c6,GEVALIA KAFFE ICED COFFEE,,,,800,,,1,1,,559c2234e4b06aca36af13c6,
5ff5d1e10a720f05230005d9,,,1,021000050765,9.99,,,,,,,,,,,,,,,,ANNIE'S HOMEGROWN MULTI-SERVING MAC & CHEESE,,,,,,True,9.99,1,,5332f5f3e4b03c9a25efd0ae,
5ff5d1fd0a720f05230005de,,,1,021000032778,9.99,,,,,,,,,,KRAFT HEINZ TACO BELL HOME ORIGINALS JALAPENO TACO SAUCE 8 OZ - 0021000032771,,,,,,,,,,,,,9.99,1,,5e825d64f221c312e698a62a,
5ff5d1d80a7214ada10005f6,,,1,043000046814,5,,,,,,25.0,,,,"YUBAN Pmild Pacific Coast Blend Roast Premium Ground Coffee, 29 Oz",,,,,559c2234e4b06aca36af13c6,YUBAN COFFEE,,,,800,,,5,1,,559c2234e4b06aca36af13c6,
5ff5d19d0a7214ada10005ec,,,1,686924560242,1,,,,,,5.0,,,,OSCAR MAYER 98% Fat-Free Turkey Breast Shaved 9 OZ 068692456024,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER LUNCH MEAT,,,,800,,,1,1,,559c2234e4b06aca36af13c6,
5ff5d1f20a720f05230005db,,,1,021000051113,4.55,,,,,,,,,,,,,,,,SARGENTO GRATED PARMESAN CHEESE,,,,,,True,4.55,1,,5e7cf838f221c312e698a628,
5ff5d1dc0a720f05230005d6,,,1,021000070787,1,,,,,,,,,,BENIHANA Yakisoba Chicken 26 oz,,,,,,,,,,,,,1,1,,559c2234e4b06aca36af13c6,
5ff5d1dd0a720f05230005d7,,,1,043000058145,9.99,,,,,,50.0,,,,KOOL-AID Ghoul-Aid JMR Scary Black Fruit Drink FL Bag % Juice 20Pack 6 FL OZ 004300005814,,,,,559c2234e4b06aca36af13c6,KOOL-AID BEVERAGE DRINK,,,,800,,,9.99,1,,559c2234e4b06aca36af13c6,
5ff5d1a30a7214ada10005ef,,,1,044700074602,1,,,,,,5.0,,,,"OSCAR MAYER Black Forest Chopped Ham Lunchmeat, 16 oz",,,,,559c2234e4b06aca36af13c6,OSCAR MAYER LUNCH MEAT,,,,800,,,1,1,,559c2234e4b06aca36af13c6,
5ff5d20c0a720f05230005e3,,,1,021000007561,4.66,,,,,,,,,,,,,,,,SARGENTO RICOTTA CHEESE,,,,,,True,4.66,4,,5e7cf838f221c312e698a628,
5ff5d1fa0a720f05230005dd,,,1,043000013229,4.66,,,,,,23.6,,,,TASSIMO GEVALIA Cappuccino (BONUS 2-pack with 16 total servings),,,,,559c2234e4b06aca36af13c6,GEVALIA KAFFE TASSIMO COFFEE DISCS,,,,800,,,4.66,4,,559c2234e4b06aca36af13c6,
5ff5d1d80a7214ada10005f7,,,1,043000000960,5,,,,,,25.0,,,,SHAKE 'N BAKE Coating Mix - Barbecue Glaze Seasoned 7.00-oz,,,,,559c2234e4b06aca36af13c6,SHAKE 'N BAKE SEASONED COATING MIX,,,,800,,,5,1,,559c2234e4b06aca36af13c6,
5ff5d1f40a720f05230005dc,,,1,013000657600,1,,,,,,,,,,"Saint Louis Hamburger Pickle Dills, 10 Can - 6 Case",,,,,,,,,,,,,1,1,,559c2234e4b06aca36af13c6,
5ff5d2060a720f05230005e0,,,1,017696004519,9.99,,,,,,50.0,,,,DELIMEX White Meat Chicken Taquitos 66 ct Box,,,,,559c2234e4b06aca36af13c6,DELIMEX,,,,800,,,9.99,1,,559c2234e4b06aca36af13c6,
5ff618e30a7214ada10005fa,,,1010,,13.48,,EMIL' S SAUSAGE MUSHROOM PIZZA,,,,,,,,EMIL' S SAUSAGE MUSHROOM PIZZA,13.48,,,,,,,,,,,,13.48,2,,,
5ff5d2060a720f05230005e1,,,1,017696004519,0.99,,,,,,5.0,,,,DELIMEX White Meat Chicken Taquitos 66 ct Box,,,,,559c2234e4b06aca36af13c6,DELIMEX,,,,800,,,0.99,1,,559c2234e4b06aca36af13c6,
5ff5d1df0a720f05230005d8,,,1,044700092408,9.99,,,,,,,,,,,,,,,,VLASIC PICKLES,,,,,,True,9.99,1,,5e825d64f221c312e698a62a,
5ff5d1990a7214ada10005ea,,,1,022174070214,1,,,,,,,,,,CJN INJ & LSN GLD GRLN KIT BOX 1 CT,,,,,,,,,,,,,1,1,,559c2234e4b06aca36af13c6,
5ff5d1d00a7214ada10005f2,,,1,043000023440,10,,,,,,50.0,,,,"Kool-Aid: Soft Drink Mix Singles Grape Unsweetened, 6.6 Oz (Innerpack of 12)",,,,,559c2234e4b06aca36af13c6,KOOL-AID POWDERED DRINK MIX,,,,800,,,10,1,,559c2234e4b06aca36af13c6,
5ff5d1d60a7214ada10005f5,,,1,029000016187,10,,,,,,50.0,,,,"PLANTERS Nut Select Cashews Almonds Pecans, 8.25 Ounce",,,,,559c2234e4b06aca36af13c6,PLANTERS MIXED NUTS,,,,800,,,10,1,,559c2234e4b06aca36af13c6,
5ff5d1940a7214ada10005e9,,,1,022174070214,1,,,,,,,,,,CJN INJ & LSN GLD GRLN KIT BOX 1 CT,,,,,,,,,,,,,1,1,,559c2234e4b06aca36af13c6,
5ff5d2030a720f05230005df,,,1,021000001361,9.99,,,,,,,,,,PHILADELPHIA Snack BAR Strawberry CheeseC 1 CT 002100000136,,,,,,,,,,,,,9.99,1,,559c2234e4b06aca36af13c6,
5ff5d1a10a7214ada10005ee,,,1,029000020344,1,,,,,,5.0,,,,P3 Peanuts Beef Jerky Sunflower Kernels Portable Protein Pack - 5.4oz - 3ct,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER P3,,,,800,,,1,1,,559c2234e4b06aca36af13c6,
5ff5d19c0a7214ada10005eb,,,1,043000009604,1,,,,,,,,,,COOL WHIP Original Whipped Topping 16 oz,,,,,,,,,,,,,1,1,,559c2234e4b06aca36af13c6,
5ff5d1cb0a7214ada10005f0,,,1,021000024834,9.99,,,,,,,,,,,,,,,,SARGENTO SLICED NATURAL CHEESE 8OZ OR LARGER,,,,,,True,9.99,1,,5e7cf838f221c312e698a628,
